Name,Description,HazmatClass
UN1679,Potassium cuprocyanide,6.1
UN1680,"Potassium cyanide, solid",6.1
UN1683,Silver arsenite,6.1
UN1684,Silver cyanide,6.1
UN1685,Sodium arsenate,6.1
UN1686,"Sodium arsenite, aqueous solutions",6.1
UN1686,"Sodium arsenite, aqueous solutions",6.1
UN1687,Sodium azide,6.1
UN1688,Sodium cacodylate,6.1
UN1689,"Sodium cyanide, solid",6.1
UN1690,"Sodium fluoride, solid",6.1
UN1691,Strontium arsenite,6.1
UN1692,Strychnine or Strychnine salts,6.1
UN1693,"Tear gas substances, liquid, n.o.s.",6.1
UN1693,"Tear gas substances, liquid, n.o.s.",6.1
UN1693,"Tear gas substances, solid, n.o.s.",6.1
UN1693,"Tear gas substances, solid, n.o.s.",6.1
UN1694,"Bromobenzyl cyanides, liquid",6.1
UN1695,"Chloroacetone, stabilized",6.1
UN1697,"Chloroacetophenone, solid, (CN)",6.1
UN1698,Diphenylamine chloroarsine,6.1
UN1699,"Diphenylchloroarsine, liquid",6.1
UN1699,"Diphenylchloroarsine, solid",
UN1700,Tear gas candles,6.1
UN1701,"Xylyl bromide, liquid",6.1
UN1702,"1,1,2,2-Tetrachloroethane",6.1
UN1704,Tetraethyl dithiopyrophosphate,6.1
UN1707,"Thallium compounds, n.o.s.",6.1
UN1708,Toluidines liquid,6.1
UN1709,"2,4-Toluylenediamine, solid or 2,4-Toluenediamine, solid",6.1
UN1710,Trichloroethylene,6.1
UN1711,"Xylidines, liquid",6.1
UN1712,Zinc arsenate or Zinc arsenite or Zinc arsenate and zinc arsenite mixtures,6.1
UN1713,Zinc cyanide,6.1
UN1714,Zinc phosphide,4.3
UN1715,Acetic anhydride,8
UN1716,Acetyl bromide,8
UN1717,Acetyl chloride,3
UN1718,Butyl acid phosphate,8
UN1719,"Caustic alkali liquids, n.o.s.",8
UN1719,"Caustic alkali liquids, n.o.s.",8
UN1722,Allyl chloroformate,6.1
UN1723,Allyl iodide,3
UN1724,"Allyltrichlorosilane, stabilized",8
UN1725,"Aluminum bromide, anhydrous",8
UN1726,"Aluminum chloride, anhydrous",8
UN1727,"Ammonium hydrogendifluoride, solid",8
UN1728,Amyltrichlorosilane,8
UN1729,Anisoyl chloride,8
UN1730,"Antimony pentachloride, liquid",8
UN1731,"Antimony pentachloride, solutions",8
UN1731,"Antimony pentachloride, solutions",8
UN1732,Antimony pentafluoride,8
UN1733,"Antimony trichloride, liquid",8
UN1733,"Antimony trichloride, solid",8
UN1736,Benzoyl chloride,8
UN1737,Benzyl bromide,6.1
UN1738,Benzyl chloride,6.1
UN1738,Benzyl chloride unstabilized,6.1
UN1739,Benzyl chloroformate,8
UN1740,"Hydrogendifluorides, solid, n.o.s. ",8
UN1740,"Hydrogendifluorides, solid, n.o.s. ",8
UN1741,Boron trichloride,2.3
UN1742,"Boron trifluoride acetic acid complex, liquid",8
UN1743,"Boron trifluoride propionic acid complex, liquid",8
UN1744,Bromine,8
UN1744,Bromine solutions,8
UN1744,Bromine solutions,8
UN1745,Bromine pentafluoride,5.1
UN1746,Bromine trifluoride,5.1
UN1747,Butyltrichlorosilane,8
UN1748,"Calcium hypochlorite, dry or Calcium hypochlorite mixtures dry with more than 39 percent available chlorine (8.8 percent available oxygen)",5.1
UN1748,"Calcium hypochlorite, dry or Calcium hypochlorite mixtures dry with more than 39 percent available chlorine (8.8 percent available oxygen)",5.1
UN1749,Chlorine trifluoride,2.3
UN1750,"Chloroacetic acid, solution",6.1
UN1751,"Chloroacetic acid, solid",6.1
UN1752,Chloroacetyl chloride,6.1
UN1753,Chlorophenyltrichlorosilane,8
UN1754,Chlorosulfonic acid (with or without sulfur trioxide),8
UN1755,Chromic acid solution,8
UN1755,Chromic acid solution,8
UN1756,"Chromic fluoride, solid",8
UN1757,"Chromic fluoride, solution",8
UN1757,"Chromic fluoride, solution",8
UN1758,Chromium oxychloride,8
UN1759,"Corrosive solids, n.o.s.",8
UN1759,"Corrosive solids, n.o.s.",8
UN1759,"Corrosive solids, n.o.s.",8
UN1760,"Corrosive liquids, n.o.s.",8
UN1760,"Corrosive liquids, n.o.s.",8
UN1760,"Corrosive liquids, n.o.s.",8
UN1761,Cupriethylenediamine solution,8
UN1761,Cupriethylenediamine solution,8
UN1762,Cyclohexenyltrichlorosilane,8
UN1763,Cyclohexyltrichlorosilane,8
UN1764,Dichloroacetic acid,8
UN1765,Dichloroacetyl chloride,8
UN1766,Dichlorophenyltrichlorosilane,8
UN1767,Diethyldichlorosilane,8
UN1768,"Difluorophosphoric acid, anhydrous",8
UN1769,Diphenyldichlorosilane,8
UN1770,Diphenylmethyl bromide,8
UN1771,Dodecyltrichlorosilane,8
UN1773,"Ferric chloride, anhydrous",8
UN1774,"Fire extinguisher charges, corrosive liquid",8
UN1775,Fluoroboric acid,8
UN1776,Fluorophosphoric acid anhydrous,8
UN1777,Fluorosulfonic acid,8
UN1778,Fluorosilicic acid,8
UN1779,Formic acid with more than 85% acid by mass,8
UN1780,Fumaryl chloride,8
UN1781,Hexadecyltrichlorosilane,8
UN1782,Hexafluorophosphoric acid,8
UN1783,Hexamethylenediamine solution,8
UN1783,Hexamethylenediamine solution,8
UN1784,Hexyltrichlorosilane,8
UN1786,Hydrofluoric acid and Sulfuric acid mixtures,8
UN1787,Hydriodic acid,8
UN1787,Hydriodic acid,8
UN1788,"Hydrobromic acid, with more than 49 percent hydrobromic acid",8
UN1788,"Hydrobromic acid, with more than 49 percent hydrobromic acid",8
UN1788,"Hydrobromic acid, with not more than 49 percent hydrobromic acid",8
UN1788,"Hydrobromic acid, with not more than 49 percent hydrobromic acid",8
UN1789,Hydrochloric acid,8
UN1789,Hydrochloric acid,8
UN1790,"Hydrofluoric acid, with more than 60 percent strength",8
UN1790,"Hydrofluoric acid, with not more than 60 percent strength",8
UN1791,Hypochlorite solutions,8
UN1791,Hypochlorite solutions,8
UN1792,Iodine monochloride,8
UN1793,Isopropyl acid phosphate,8
UN1794,Lead sulfate with more than 3 percent free acid,8
UN1796,Nitrating acid mixtures with more than 50 percent nitric acid,8
UN1796,Nitrating acid mixtures with not more than 50 percent nitric acid,8
UN1798,Nitrohydrochloric acid,8
UN1799,Nonyltrichlorosilane,8
UN1800,Octadecyltrichlorosilane,8
UN1801,Octyltrichlorosilane,8
UN1802,Perchloric acid with not more than 50 percent acid by mass,8
UN1803,"Phenolsulfonic acid, liquid",8
UN1804,Phenyltrichlorosilane,8
UN1805,Phosphoric acid solution,8
UN1806,Phosphorus pentachloride,8
UN1807,Phosphorus pentoxide,8
UN1808,Phosphorus tribromide,8
UN1809,Phosphorus trichloride,6.1
UN1810,Phosphorus oxychloride,8
UN1811,"Potassium hydrogendifluoride, solid",8
UN1812,"Potassium fluoride, solid",6.1
UN1813,"Potassium hydroxide, solid",8
UN1814,"Potassium hydroxide, solution",8
UN1814,"Potassium hydroxide, solution",8
UN1815,Propionyl chloride,3
UN1816,Propyltrichlorosilane,8
UN1817,Pyrosulfuryl chloride,8
UN1818,Silicon tetrachloride,8
UN1819,"Sodium aluminate, solution",8
UN1819,"Sodium aluminate, solution",8
UN1823,"Sodium hydroxide, solid",8
UN1824,Sodium hydroxide solution,8
UN1824,Sodium hydroxide solution,8
UN1825,Sodium monoxide,8
UN1826,Nitrating acid mixtures spent with not more than 50 percent nitric acid,8
UN1826,"Nitrating acid mixtures, spent with more than 50 percent nitric acid",8
UN1827,"Stannic chloride, anhydrous",8
UN1828,Sulfur chlorides,8
UN1829,"Sulfur trioxide, stabilized",8
UN1830,Sulfuric acid with more than 51 percent acid,8
UN1831,"Sulfuric acid, fuming with 30 percent or more free sulfur trioxide",8
UN1831,"Sulfuric acid, fuming with less than 30 percent free sulfur trioxide",8
UN1832,"Sulfuric acid, spent",8
UN1833,Sulfurous acid,8
UN1834,Sulfuryl chloride,8
UN1835,Tetramethylammonium hydroxide solution,8
UN1836,Thionyl chloride,8
UN1837,Thiophosphoryl chloride,8
UN1838,Titanium tetrachloride,8
UN1839,Trichloroacetic acid,8
UN1840,"Zinc chloride, solution",8
UN1841,Acetaldehyde ammonia,9
UN1843,"Ammonium dinitro-o-cresolate, solid",6.1
UN1845,"Carbon dioxide, solid or Dry ice",9
UN1846,Carbon tetrachloride,6.1
UN1847,"Potassium sulfide, hydrated with not less than 30 percent water of crystallization",8
UN1848,Propionic acid with not less than 10% and less than 90% acid by mass,8
UN1849,"Sodium sulfide, hydrated with not less than 30 percent water",8
UN1851,"Medicine, liquid, toxic, n.o.s.",6.1
UN1851,"Medicine, liquid, toxic, n.o.s.",6.1
UN1854,"Barium alloys, pyrophoric",4.2
UN1855,"Calcium, pyrophoric or Calcium alloys, pyrophoric",4.2
UN1856,"Rags, oily",4.2
UN1857,"Textile waste, wet",4.2
UN1858,Hexafluoropropylene compressed or Refrigerant gas R 1216,2.2
UN1859,Silicon tetrafluoride,2.3
UN1860,"Vinyl fluoride, stabilized",2.1
UN1862,Ethyl crotonate,3
UN1863,"Fuel, aviation, turbine engine",3
UN1863,"Fuel, aviation, turbine engine",3
UN1863,"Fuel, aviation, turbine engine",3
UN1865,n-Propyl nitrate,3
UN1866,"Resin solution, flammable",3
UN1866,"Resin solution, flammable",3
UN1866,"Resin solution, flammable",3
UN1868,Decaborane,4.1
UN1869,"Magnesium or Magnesium alloys with more than 50 percent magnesium in pellets, turnings or ribbons",4.1
UN1870,Potassium borohydride,4.3
UN1871,Titanium hydride,4.1
UN1872,Lead dioxide,5.1
UN1873,"Perchloric acid with more than 50 percent but not more than 72 percent acid, by mass",5.1
UN1884,Barium oxide,6.1
UN1885,Benzidine,6.1
UN1886,Benzylidene chloride,6.1
UN1887,Bromochloromethane,6.1
UN1888,Chloroform,6.1
UN1889,Cyanogen bromide,6.1
UN1891,Ethyl bromide,6.1
UN1892,Ethyldichloroarsine,6.1
UN1894,Phenylmercuric hydroxide,6.1
UN1895,Phenylmercuric nitrate,6.1
UN1897,Tetrachloroethylene,6.1
UN1898,Acetyl iodide,8
UN1902,Diisooctyl acid phosphate,8
UN1903,"Disinfectant, liquid, corrosive, n.o.s.",8
UN1903,"Disinfectants, liquid, corrosive n.o.s.",8
UN1903,"Disinfectants, liquid, corrosive n.o.s.",8
UN1905,Selenic acid,8
UN1906,"Sludge, acid",8
UN1907,Soda lime with more than 4 percent sodium hydroxide,8
UN1908,Chlorite solution,8
UN1908,Chlorite solution,8
UN1910,Calcium oxide,8
UN1911,Diborane,2.3
UN1912,Methyl chloride and methylene chloride mixtures,2.1
UN1913,"Neon, refrigerated liquid (cryogenic liquid)",2.2
UN1914,Butyl propionates,3
UN1915,Cyclohexanone,3
UN1916,"2,2'-Dichlorodiethyl ether",6.1
UN1917,"Ethyl acrylate, stabilized",3
UN1918,Isopropylbenzene,3
UN1919,"Methyl acrylate, stabilized",3
UN1920,Nonanes,3
UN1921,"Propyleneimine, stabilized",3
UN1922,Pyrrolidine,3
UN1923,Calcium dithionite or Calcium hydrosulfite,4.2
UN1928,"Methyl magnesium bromide, in ethyl ether",4.3
UN1929,Potassium dithionite or Potassium hydrosulfite,4.2
UN1931,Zinc dithionite or Zinc hydrosulfite,9
UN1932,Zirconium scrap,4.2
UN1935,"Cyanide solutions, n.o.s.",6.1
UN1935,"Cyanide solutions, n.o.s.",6.1
UN1935,"Cyanide solutions, n.o.s.",6.1
UN1938,Bromoacetic acid solution,8
UN1938,Bromoacetic acid solution,8
UN1939,Phosphorus oxybromide,8
UN1940,Thioglycolic acid,8
UN1941,"Dibromodifluoromethane, R12B2",9
UN1942,"Ammonium nitrate, with not more than 0.2% total combustible material, including any organic substance, calculated as carbon to the exclusion of any other added substance",5.1
UN1944,"Matches, safety (book, card or strike on box)",4.1
UN1945,"Matches, wax, Vesta",4.1
UN1950,"Aerosols, corrosive, Packing Group II or III, (each not exceeding 1 L capacity)",2.2
UN1950,"Aerosols, flammable, (each not exceeding 1 L capacity)",2.1
UN1950,"Aerosols, flammable, n.o.s. (engine starting fluid) (each not exceeding 1 L capacity)",2.1
UN1950,"Aerosols, non-flammable, (each not exceeding 1 L capacity)",2.2
UN1950,"Aerosols, poison, each not exceeding 1 L capacity",2.2
UN1951,"Argon, refrigerated liquid (cryogenic liquid)",2.2
UN1952,Ethylene oxide and carbon dioxide mixtures with not more than 9 percent ethylene oxide,2.2
UN1953,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone A",2.3
UN1953,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone B",2.3
UN1953,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone C",2.3
UN1953,"Compressed gas, toxic, flammable, n.o.s. Inhalation Hazard Zone D",2.3
UN1954,"Compressed gas, flammable, n.o.s.",2.1
UN1955,"Compressed gas, toxic, n.o.s. Inhalation Hazard Zone A",2.3
UN1955,"Compressed gas, toxic, n.o.s. Inhalation Hazard Zone B",2.3
UN1955,"Compressed gas, toxic, n.o.s. Inhalation Hazard Zone C",2.3
UN1955,"Compressed gas, toxic, n.o.s. Inhalation Hazard Zone D",2.3
UN1956,"Compressed gas, n.o.s.",2.2
UN1957,"Deuterium, compressed",2.1
UN1958,"1,2-Dichloro-1,1,2,2- tetrafluoroethane or Refrigerant gas R 114",2.2
UN1959,"1,1-Difluoroethylene or Refrigerant gas R 1132a",2.1
UN1961,"Ethane, refrigerated liquid",2.1
UN1962,Ethylene,2.1
UN1963,"Helium, refrigerated liquid (cryogenic liquid)",2.2
UN1964,"Hydrocarbon gas mixture, compressed, n.o.s.",2.1
UN1965,"Hydrocarbon gas mixture, liquefied, n.o.s.",2.1
UN1966,"Hydrogen, refrigerated liquid (cryogenic liquid)",2.1
UN1967,"Insecticide gases, toxic, n.o.s.",2.3
UN1968,"Insecticide gases, n.o.s.",2.2
UN1969,"Isobutane see also Petroleum gases, liquefied",2.1
UN1970,"Krypton, refrigerated liquid (cryogenic liquid)",2.2
UN1971,"Methane, compressed or Natural gas, compressed (with high methane content)",2.1
UN1972,"Methane, refrigerated liquid (cryogenic liquid) or Natural gas, refrigerated liquid (cryogenic liquid), with high methane content)",2.1
UN1973,"Chlorodifluoromethane and chloropentafluoroethane mixture or Refrigerant gas R 502 with fixed boiling point, with approximately 49 percent chlorodifluoromethane",2.2
UN1974,Chlorodifluorobromomethane or Refrigerant gas R 12B1,2.2
UN1975,Nitric oxide and dinitrogen tetroxide mixtures or Nitric oxide and nitrogen dioxide mixtures,2.3
UN1976,"Octafluorocyclobutane, or Refrigerant gas RC 318",2.2
UN1977,"Nitrogen, refrigerated liquid cryogenic liquid",2.2
UN1978,"Propane see also Petroleum gases, liquefied",2.1
UN1982,Tetrafluoromethane or Refrigerant gas R 14,2.2
UN1983,"1-Chloro-2,2,2-trifluoroethane or Refrigerant gas R 133a",2.2
UN1984,Trifluoromethane or Refrigerant gas R 23,2.2
UN1986,"Alcohols, flammable, toxic, n.o.s.",3
UN1986,"Alcohols, flammable, toxic, n.o.s.",3
UN1986,"Alcohols, flammable, toxic, n.o.s.",3
UN1987,"Alcohols, n.o.s.",3
UN1987,"Alcohols, n.o.s.",3
UN1987,"Alcohols, n.o.s.",3
UN1988,"Aldehydes, flammable, toxic, n.o.s.",3
UN1988,"Aldehydes, flammable, toxic, n.o.s.",3
UN1988,"Aldehydes, flammable, toxic, n.o.s.",3
UN1989,"Aldehydes, n.o.s.",3
UN1989,"Aldehydes, n.o.s.",3
UN1989,"Aldehydes, n.o.s.",3
UN1990,Benzaldehyde,9
UN1991,"Chloroprene, stabilized",3
UN1992,"Flammable liquids, toxic, n.o.s.",3
UN1992,"Flammable liquids, toxic, n.o.s.",3
UN1992,"Flammable liquids, toxic, n.o.s.",3
UN1993,"Flammable liquids, n.o.s.",3
UN1993,"Flammable liquids, n.o.s.",3
UN1993,"Flammable liquids, n.o.s.",3
UN1994,Iron pentacarbonyl,6.1
UN1999,"Tars, liquid including road asphalt and oils, bitumen and cut backs",3
UN1999,"Tars, liquid including road asphalt and oils, bitumen and cut backs",3
UN2000,"Celluloid, in block, rods, rolls, sheets, tubes, etc., except scrap",4.1
UN2001,"Cobalt naphthenates, powder",4.1
UN2002,"Celluloid, scrap",4.2
UN2004,Magnesium diamide,4.2
UN2006,"Plastics, nitrocellulose-based, self-heating, n.o.s.",4.2
UN2008,"Zirconium powder, dry",4.2
UN2008,"Zirconium powder, dry",4.2
UN2008,"Zirconium powder, dry",4.2
UN2009,"Zirconium, dry, finished sheets, strip or coiled wire",4.2
UN2010,Magnesium hydride,4.3
UN2011,Magnesium phosphide,4.3
UN2012,Potassium phosphide,4.3
UN2013,Strontium phosphide,4.3
UN2014,"Hydrogen peroxide, aqueous solutions with more than 40 percent but not more than 60 percent hydrogen peroxide (stabilized as necessary)",5.1
UN2014,"Hydrogen peroxide, aqueous solutions with not less than 20 percent but not more than 40 percent hydrogen peroxide (stabilized as necessary)",5.1
UN2015,"Hydrogen peroxide, stabilized or Hydrogen peroxide aqueous solutions, stabilized with more than 60 percent hydrogen peroxide",5.1
UN2016,"Ammunition, toxic, non-explosive, without burster or expelling charge, non-fuzed",6.1
UN2017,"Ammunition, tear-producing, non-explosive, without burster or expelling charge, non-fuzed",6.1
UN2018,"Chloroanilines, solid",6.1
UN2019,"Chloroanilines, liquid",6.1
UN2020,"Chlorophenols, solid",6.1
UN2021,"Chlorophenols, liquid",6.1
UN2022,Cresylic acid,6.1
UN2023,Epichlorohydrin,6.1
UN2024,"Mercury compounds, liquid, n.o.s.",6.1
UN2024,"Mercury compounds, liquid, n.o.s.",6.1
UN2024,"Mercury compounds, liquid, n.o.s.",6.1
UN2025,"Mercury compounds, solid, n.o.s.",6.1
UN2025,"Mercury compounds, solid, n.o.s.",6.1
UN2025,"Mercury compounds, solid, n.o.s.",6.1
UN2026,"Phenylmercuric compounds, n.o.s.",6.1
UN2026,"Phenylmercuric compounds, n.o.s.",6.1
UN2026,"Phenylmercuric compounds, n.o.s.",6.1
UN2027,"Sodium arsenite, solid",6.1
UN2028,"Bombs, smoke, non-explosive, with corrosive liquid, without initiating device",8
UN2029,"Hydrazine, anhydrous",8
UN2030,"Hydrazine aqueous solution, with more than 37% hydrazine, by mass",8
UN2030,"Hydrazine, aqueous solutions, with more than 37% hydrazine, by mass",8
UN2030,"Hydrazine, aqueous solutions, with more than 37% hydrazine, by mass",8
UN2031,"Nitric acid other than red fuming, with at least 65 percent, but not more than 70 percent nitric acid",8
UN2031,"Nitric acid other than red fuming, with less than 65 percent nitric acid",8
UN2031,"Nitric acid other than red fuming, with more than 70 percent nitric acid",8
UN2031,"Nitric acid other than red fuming, with not more than 20 percent nitric acid",8
UN2032,"Nitric acid, red fuming",8
UN2033,Potassium monoxide,8
UN2034,"Hydrogen and Methane mixtures, compressed",2.1
UN2035,"1,1,1-Trifluoroethane, or Refrigerant gas R 143a",2.1
UN2036,"Xenon, compressed",2.2
UN2037,"Gas cartridges, (flammable) without a release device, non-refillable",2.1
UN2037,"Receptacles, small, containing gas or gas cartridges (flammable), without release device, not refillable and not exceeding 1 L capacity",2.1
UN2037,"Receptacles, small, containing gas or gas cartridges (non-flammable), without release device, not refillable and not exceeding 1 L capacity",2.2
UN2037,"Receptacles, small, containing gas or gas cartridges (oxidizing), without release device, not refillable and not exceeding 1 L capacity",2.2
UN2038,"Dinitrotoluenes, liquid",6.1
UN2044,"2,2-Dimethylpropane",2.1
UN2045,Isobutyraldehyde or Isobutyl aldehyde,3
UN2046,Cymenes,3
UN2047,Dichloropropenes,3
UN2047,Dichloropropenes,3
UN2048,Dicyclopentadiene,3
UN2049,Diethylbenzene,3
UN2050,"Diisobutylene, isomeric compounds",3
UN2051,2-Dimethylaminoethanol,8
UN2052,Dipentene,3
UN2053,Methyl isobutyl carbinol,3
UN2054,Morpholine,8
UN2055,"Styrene monomer, stabilized",3
UN2056,Tetrahydrofuran,3
UN2057,Tripropylene,3
UN2057,Tripropylene,3
UN2058,Valeraldehyde,3
UN2059,"Nitrocellulose, solution, flammable with not more than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose",3
UN2059,"Nitrocellulose, solution, flammable with not more than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose",3
UN2059,"Nitrocellulose, solution, flammable with not more than 12.6 percent nitrogen, by mass, and not more than 55 percent nitrocellulose",3
UN2067,Ammonium nitrate based fertilizer,5.1
UN2071,Ammonium nitrate based fertilizer,9
UN2073,"Ammonia solutions, relative density less than 0.880 at 15 degrees C in water, with more than 35 percent but not more than 50 percent ammonia",2.2
UN2074,"Acrylamide, solid",6.1
UN2075,"Chloral, anhydrous, stabilized",6.1
UN2076,"Cresols, liquid",6.1
UN2077,alpha-Naphthylamine,6.1
UN2078,Toluene diisocyanate,6.1
UN2079,Diethylenetriamine,8
UN2186,"Hydrogen chloride, refrigerated liquid",2.3
UN2187,"Carbon dioxide, refrigerated liquid",2.2
UN2188,Arsine,2.3
UN2189,Dichlorosilane,2.3
UN2190,"Oxygen difluoride, compressed",2.3
UN2191,Sulfuryl fluoride,2.3
UN2192,Germane,2.3
UN2193,"Hexafluoroethane, or Refrigerant gas R116",2.2
UN2194,Selenium hexafluoride,2.3
UN2195,Tellurium hexafluoride,2.3
UN2196,Tungsten hexafluoride,2.3
UN2197,"Hydrogen iodide, anhydrous",2.3
UN2198,Phosphorus pentafluoride,2.3
UN2199,Phosphine,2.3
UN2200,"Propadiene, stabilized",2.1
UN2201,"Nitrous oxide, refrigerated liquid",2.2
UN2202,"Hydrogen selenide, anhydrous",2.3
UN2203,Silane,2.1
UN2204,Carbonyl sulfide,2.3
UN2205,Adiponitrile,6.1
UN2206,"Isocyanates, toxic, n.o.s. or Isocyanate solutions, toxic, n.o.s., flash point more than 61 degrees C and boiling point less than 300 degrees C",6.1
UN2206,"Isocyanates, toxic, n.o.s. or Isocyanate solutions, toxic, n.o.s., flash point more than 61 degrees C and boiling point less than 300 degrees C",6.1
UN2208,"Calcium hypochlorite mixtures, dry, with more than 10 percent but not more than 39 percent available chlorine",5.1
UN2209,"Formaldehyde, solutions, with not less than 25 percent formaldehyde",8
UN2210,Maneb or Maneb preparations with not less than 60 percent maneb,4.2
UN2211,"Polymeric beads, expandable, evolving flammable vapor",9
UN2212,"Blue asbestos (Crocidolite) or Brown asbestos (amosite, mysorite)",9
UN2213,Paraformaldehyde,4.1
UN2214,Phthalic anhydride with more than .05 percent maleic anhydride,8
UN2215,Maleic anhydride,8
UN2215,"Maleic anhydride, molten",8
UN2216,"Fish meal, stabilized or Fish scrap, stabilized",9
UN2217,Seed cake with not more than 1.5 percent oil and not more than 11 percent moisture,4.2
UN2218,"Acrylic acid, stabilized",8
UN2219,Allyl glycidyl ether,3
UN2222,Anisole,3
UN2224,Benzonitrile,6.1
UN2225,Benzene sulfonyl chloride,8
UN2226,Benzotrichloride,8
UN2227,"n-Butyl methacrylate, stabilized",3
UN2232,2-Chloroethanal,6.1
UN2233,Chloroanisidines,6.1
UN2234,Chlorobenzotrifluorides,3
UN2235,"Chlorobenzyl chlorides, liquid",6.1
UN2236,"3-Chloro-4-methylphenyl isocyanate, liquid",6.1
UN2237,Chloronitroanilines,6.1
UN2238,Chlorotoluenes,3
UN2239,"Chlorotoluidines, solid",6.1
UN2240,Chromosulfuric acid,8
UN2241,Cycloheptane,3
UN2242,Cycloheptene,3
UN2243,Cyclohexyl acetate,3
UN2244,Cyclopentanol,3
UN2245,Cyclopentanone,3
UN2246,Cyclopentene,3
UN2247,n-Decane,3
UN2248,Di-n-butylamine,8
UN2249,"Dichlorodimethyl ether, symmetrical",6.1
UN2250,Dichlorophenyl isocyanates,6.1
UN2251,"Bicyclo [2,2,1] hepta-2,5-diene, stabilized or 2,5-Norbornadiene, stabilized",3
UN2252,"1,2-Dimethoxyethane",3
UN2253,"N,N-Dimethylaniline",6.1
UN2254,"Matches, fusee",4.1
UN2256,Cyclohexene,3
UN2257,Potassium,4.3
UN2258,"1,2-Propylenediamine",8
UN2259,Triethylenetetramine,8
UN2260,Tripropylamine,3
UN2261,"Xylenols, solid",6.1
UN2262,Dimethylcarbamoyl chloride,8
UN2263,Dimethylcyclohexanes,3
UN2264,"N,N-Dimethylcyclo-hexylamine",8
UN2265,"N,N-Dimethylformamide",3
UN2266,Dimethyl-N-propylamine,3
UN2267,Dimethyl thiophosphoryl chloride,6.1
UN2269,"3,3'-Iminodipropylamine",8
UN2270,"Ethylamine, aqueous solution with not less than 50 percent but not more than 70 percent ethylamine",3
UN2271,Ethyl amyl ketone,3
UN2272,N-Ethylaniline,6.1
UN2273,2-Ethylaniline,6.1
UN2274,N-Ethyl-N-benzylaniline,6.1
UN2275,2-Ethylbutanol,3
UN2276,2-Ethylhexylamine,3
UN2277,"Ethyl methacrylate, stabilized",3
UN2278,n-Heptene,3
UN2279,Hexachlorobutadiene,6.1
UN2280,"Hexamethylenediamine, solid",8
UN2281,Hexamethylene diisocyanate,6.1
UN2282,Hexanols,3
UN2283,"Isobutyl methacrylate, stabilized",3
UN2284,Isobutyronitrile,3
UN2285,Isocyanatobenzotrifluorides,6.1
UN2286,Pentamethylheptane,3
UN2287,Isoheptenes,3
UN2288,Isohexenes,3
UN2289,Isophoronediamine,8
UN2290,Isophorone diisocyanate,6.1
UN2291,"Lead compounds, soluble, n.o.s.",6.1
UN2293,4-Methoxy-4-methylpentan-2-one,3
UN2294,N-Methylaniline,6.1
UN2295,Methyl chloroacetate,6.1
UN2296,Methylcyclohexane,3
UN2297,Methylcyclohexanone,3
UN2298,Methylcyclopentane,3
UN2299,Methyl dichloroacetate,6.1
UN2300,2-Methyl-5-ethylpyridine,6.1
UN2301,2-Methylfuran,3
UN2302,5-Methylhexan-2-one,3
UN2303,Isopropenylbenzene,3
UN2304,"Naphthalene, molten",4.1
UN2305,Nitrobenzenesulfonic acid,8
UN2306,"Nitrobenzotrifluorides, liquid",6.1
UN2307,3-Nitro-4-chlorobenzotrifluoride,6.1
UN2308,"Nitrosylsulfuric acid, liquid",8
UN2309,Octadiene,3
UN2310,"Pentane-2,4-dione",3
UN2311,Phenetidines,6.1
UN2312,"Phenol, molten",6.1
UN2313,Picolines,3
UN2315,"Polychlorinated biphenyls, liquid",9
UN2316,"Sodium cuprocyanide, solid",6.1
UN2317,"Sodium cuprocyanide, solution",6.1
UN2318,"Sodium hydrosulfide, with less than 25 percent water of crystallization",4.2
UN2319,"Terpene hydrocarbons, n.o.s.",3
UN2320,Tetraethylenepentamine,8
UN2321,"Trichlorobenzenes, liquid",6.1
UN2322,Trichlorobutene,6.1
UN2323,Triethyl phosphite,3
UN2324,Triisobutylene,3
UN2325,"1,3,5-Trimethylbenzene",3
UN2326,Trimethylcyclohexylamine,8
UN2327,Trimethylhexamethylenediamines,8
UN2328,Trimethylhexamethylene diisocyanate,6.1
UN2329,Trimethyl phosphite,3
UN2330,Undecane,3
UN2331,"Zinc chloride, anhydrous",8
UN2332,Acetaldehyde oxime,3
UN2333,Allyl acetate,3
UN2334,Allylamine,6.1
UN2335,Allyl ethyl ether,3
UN2336,Allyl formate,3
UN2337,Phenyl mercaptan,6.1
UN2338,Benzotrifluoride,3
UN2339,2-Bromobutane,3
UN2340,2-Bromoethyl ethyl ether,3
UN2341,1-Bromo-3-methylbutane,3
UN2342,Bromomethylpropanes,3
UN2343,2-Bromopentane,3
UN2344,Bromopropanes,3
UN2344,Bromopropanes,3
UN2345,3-Bromopropyne,3
UN2346,Butanedione,3
UN2347,Butyl mercaptans,3
UN2348,"Butyl acrylates, stabilized",3
UN2350,Butyl methyl ether,3
UN2351,Butyl nitrites,3
UN2351,Butyl nitrites,3
UN2351,Butyl nitrites,3
UN2352,"Butyl vinyl ether, stabilized",3
UN2353,Butyryl chloride,3
UN2354,Chloromethyl ethyl ether,3
